;papel;cotação;p/l;p/vp;psr;div.yield;p/ativo;p/cap.giro;p/ebit;p/ativ circ.liq;ev/ebit;ev/ebitda;mrg ebit;mrg. líq.;liq. corr.;roic;roe;liq.2meses;patrim. líq;dív.brut/ patrim.;cresc. rec.5a;setor
198;LCAM3;24,440000;40,840000;4,580000;2,804000;0,012500;1,336000;109,330000;16,260000;-2,790000;21,030000;13,400000;0,172400;0,068700;1,060000;0,113800;0,112200;57394200,000000;2712690000,000000;1,670000;0,618800;26
199;RENT3;47,850000;46,110000;6,860000;3,719000;0,008100;2,113000;186,040000;24,890000;-4,350000;28,720000;20,270000;0,149400;0,080600;1,060000;0,114400;0,148800;182568000,000000;5287410000,000000;1,460000;0,269900;26
200;BTOW3;66,780000;-79,940000;6,200000;5,441000;0,000000;2,089000;5,760000;887,010000;-39,760000;891,400000;65,170000;0,006100;-0,068100;2,470000;0,005900;-0,077500;133884000,000000;5637460000,000000;1,410000;-0,085300;27
201;VVAR3;11,700000;-17,720000;10,320000;0,596000;0,000000;0,697000;-3,820000;13,260000;-1,590000;16,920000;10,610000;0,045000;-0,033600;0,730000;0,077200;-0,582100;441058000,000000;1474000000,000000;3,800000;0,087000;27
202;CNTO3;39,150000;0,000000;8,300000;0,000000;0,000000;2,476000;35,800000;0,000000;-6,940000;0,000000;0,000000;0,000000;0,000000;1,250000;0,000000;0,000000;40243900,000000;991151000,000000;0,040000;0,000000;27
203;CGRA3;28,160000;10,440000;1,070000;1,203000;0,046300;0,729000;2,930000;13,150000;9,760000;12,090000;9,040000;0,091400;0,115200;2,740000;0,065000;0,102200;52799,900000;530643000,000000;0,000000;0,042600;27
204;CGRA4;29,220000;10,830000;1,110000;1,248000;0,044600;0,757000;3,050000;13,650000;10,130000;12,580000;9,410000;0,091400;0,115200;2,740000;0,065000;0,102200;266005,000000;530643000,000000;0,000000;0,042600;27
205;GUAR3;26,710000;11,450000;2,650000;1,765000;0,022300;1,115000;4,230000;23,530000;-76,630000;26,460000;14,650000;0,075000;0,154100;1,870000;0,055500;0,231800;19341800,000000;5022210000,000000;0,570000;0,092300;27
206;HYPE3;36,030000;18,440000;2,640000;6,916000;0,029700;2,101000;9,420000;37,310000;14,120000;35,910000;30,270000;0,185400;0,375000;2,730000;0,066400;0,142900;66976200,000000;8641610000,000000;0,060000;-0,004600;27
207;LLIS3;16,600000;21,050000;0,520000;1,138000;0,021500;0,262000;40,890000;1927,030000;-1,070000;4294,170000;19,320000;0,000600;0,020800;1,030000;0,000200;0,024600;1987990,000000;2202920000,000000;0,790000;-0,010700;27
208;ARZZ3;60,860000;37,990000;7,790000;3,409000;0,026200;3,978000;11,870000;32,110000;20,640000;31,610000;22,200000;0,106200;0,089700;1,970000;0,178200;0,205100;38262200,000000;710655000,000000;0,270000;0,100000;27
209;LREN3;57,130000;44,310000;10,640000;4,916000;0,009600;4,311000;24,860000;22,800000;-61,020000;23,130000;17,540000;0,215600;0,111000;1,490000;0,229500;0,240100;202771000,000000;4273030000,000000;0,400000;0,118100;27
210;AMAR3;14,290000;67,450000;4,440000;1,335000;0,000000;1,068000;8,140000;16,010000;-5,180000;22,210000;10,100000;0,083400;0,005200;1,310000;0,082400;0,065800;28413700,000000;840223000,000000;1,920000;-0,037000;27
211;LAME3;20,340000;85,880000;6,730000;1,802000;0,009000;1,016000;3,270000;16,580000;-5,070000;20,690000;12,680000;0,108700;0,011700;2,150000;0,120800;0,078400;29045300,000000;4851110000,000000;4,030000;0,004000;27
212;MGLU3;51,800000;89,200000;26,350000;4,647000;0,002800;6,350000;170,210000;98,400000;-22,700000;99,200000;67,290000;0,047200;0,052100;1,080000;0,095100;0,295400;520232000,000000;3193620000,000000;0,360000;0,198600;27
213;POSI3;9,870000;88,090000;1,650000;0,448000;0,000000;0,462000;2,690000;6,860000;7,880000;8,970000;6,930000;0,065400;0,006700;1,280000;0,114100;0,018800;33018100,000000;524611000,000000;1,210000;0,004100;28
214;SQIA3;24,150000;-461,470000;3,950000;10,217000;0,000400;2,756000;4,870000;147,020000;8,110000;120,570000;59,490000;0,069500;-0,022100;8,380000;0,047200;-0,008600;16783800,000000;430818000,000000;0,140000;0,240800;29
215;IDNT3;3,340000;3,230000;2,640000;0,000000;0,000000;0,822000;0,000000;-12,620000;0,000000;-11,870000;-11,890000;0,000000;0,000000;0,000000;0,000000;0,816300;1030220,000000;20705000,000000;0,000000;-0,804200;29
216;TOTS3;68,980000;115,900000;5,390000;5,788000;0,006100;3,693000;10,420000;19,860000;14,560000;18,330000;15,120000;0,291500;0,050100;2,660000;0,325700;0,046500;127917000,000000;2466200000,000000;0,190000;0,051700;29
217;OIBR4;1,270000;-0,750000;0,380000;0,367000;0,000000;0,104000;0,920000;-5,130000;-0,230000;-15,120000;4,310000;-0,071700;-0,493300;1,690000;-0,023100;-0,506900;1650310,000000;19917200000,000000;0,900000;-0,051900;30
218;OIBR3;0,890000;-0,520000;0,270000;0,257000;0,000000;0,073000;0,640000;-3,590000;-0,160000;-13,590000;3,870000;-0,071700;-0,493300;1,690000;-0,023100;-0,506900;108070000,000000;19917200000,000000;0,900000;-0,051900;30
219;VIVT3;50,280000;16,310000;1,200000;1,933000;0,066900;0,768000;49,880000;12,610000;-4,390000;13,970000;5,540000;0,153300;0,118600;1,090000;0,068100;0,073800;2503240,000000;70612300000,000000;0,190000;0,029000;30
220;VIVT4;57,310000;18,590000;1,370000;2,204000;0,064600;0,876000;56,860000;14,370000;-5,010000;15,730000;6,240000;0,153300;0,118600;1,090000;0,068100;0,073800;87607200,000000;70612300000,000000;0,190000;0,029000;30
221;TIMP3;16,320000;11,840000;1,820000;2,291000;0,018900;1,015000;-70,000000;15,390000;-3,780000;15,620000;5,240000;0,148800;0,193400;0,920000;0,074800;0,153300;83721700,000000;21762700000,000000;0,100000;-0,003900;31
222;CESP5;32,000000;-94,540000;1,510000;6,776000;0,057000;0,900000;22,670000;149,040000;-2,720000;168,010000;28,350000;0,045500;-0,071700;2,180000;0,006300;-0,016000;45603,900000;6940700000,000000;0,270000;-0,152300;32
223;CESP6;31,730000;-93,750000;1,500000;6,719000;0,027900;0,892000;22,480000;147,780000;-2,700000;166,750000;28,140000;0,045500;-0,071700;2,180000;0,006300;-0,016000;47104500,000000;6940700000,000000;0,270000;-0,152300;32
224;CESP3;31,730000;-93,750000;1,500000;6,719000;0,027900;0,892000;22,480000;147,780000;-2,700000;166,750000;28,140000;0,045500;-0,071700;2,180000;0,006300;-0,016000;661936,000000;6940700000,000000;0,270000;-0,152300;32
225;CEED4;100,000000;-0,850000;-0,290000;0,295000;0,000000;0,258000;-0,320000;-1,850000;-0,160000;-3,280000;-4,240000;-0,159500;-0,346600;0,240000;-0,172700;0,339000;256,410000;-3352110000,000000;-0,240000;-0,199700;32
226;CEED3;100,000000;-0,850000;-0,290000;0,295000;0,000000;0,258000;-0,320000;-1,850000;-0,160000;-3,280000;-4,240000;-0,159500;-0,346600;0,240000;-0,172700;0,339000;1374,380000;-3352110000,000000;-0,240000;-0,199700;32
227;RNEW3;4,920000;-0,180000;-0,240000;0,917000;0,000000;0,089000;-0,090000;-1,090000;-0,070000;-9,000000;-9,790000;-0,840500;-5,114300;0,010000;-0,094500;1,344000;121001,000000;-851318000,000000;-1,760000;-0,051600;32
228;RNEW11;12,750000;-0,150000;-0,210000;0,793000;0,000000;0,077000;-0,080000;-0,940000;-0,060000;-8,850000;-9,630000;-0,840500;-5,114300;0,010000;-0,094500;1,344000;303056,000000;-851318000,000000;-1,760000;-0,051600;32
229;RNEW4;3,940000;-0,140000;-0,190000;0,735000;0,000000;0,071000;-0,070000;-0,870000;-0,050000;-8,780000;-9,550000;-0,840500;-5,114300;0,010000;-0,094500;1,344000;94531,200000;-851318000,000000;-1,760000;-0,051600;32
230;ELET3;40,100000;2,760000;0,860000;3,489000;0,020500;0,306000;3,870000;3,780000;-0,720000;6,410000;5,720000;0,923800;1,267100;1,560000;0,088600;0,311600;156861000,000000;63049800000,000000;0,800000;-0,162800;32
231;ELET6;40,650000;2,800000;0,870000;3,537000;0,034400;0,310000;3,920000;3,830000;-0,730000;6,460000;5,760000;0,923800;1,267100;1,560000;0,088600;0,311600;80506500,000000;63049800000,000000;0,800000;-0,162800;32
232;ELET5;44,000000;3,030000;0,940000;3,828000;0,000000;0,336000;4,250000;4,140000;-0,800000;6,770000;6,050000;0,923800;1,267100;1,560000;0,088600;0,311600;1083,560000;63049800000,000000;0,800000;-0,162800;32
233;LIGT3;23,440000;3,990000;1,030000;0,549000;0,005500;0,288000;11,300000;3,760000;-0,580000;7,560000;5,800000;0,146000;0,137600;1,130000;0,092800;0,258500;58197300,000000;6910670000,000000;1,340000;0,052200;32
234;CMIG4;14,930000;6,000000;1,270000;0,890000;0,048600;0,435000;8,630000;4,640000;-0,970000;7,540000;6,280000;0,192000;0,150100;1,320000;0,101200;0,211100;104569000,000000;17207300000,000000;0,880000;0,038600;32
235;CMIG3;16,650000;6,690000;1,410000;0,992000;0,043600;0,485000;9,620000;5,170000;-1,080000;8,070000;6,730000;0,192000;0,150100;1,320000;0,101200;0,211100;17326700,000000;17207300000,000000;0,880000;0,038600;32
236;CEBR6;54,500000;7,310000;2,010000;0,293000;0,001000;0,219000;6,740000;6,330000;-0,590000;8,090000;5,530000;0,046300;0,053500;1,080000;0,041900;0,274600;59565,200000;391531000,000000;1,260000;0,040700;32
237;TRPL4;22,100000;7,450000;1,220000;4,213000;0,068300;0,728000;7,050000;6,210000;-3,490000;7,070000;7,010000;0,678100;0,570300;2,330000;0,125100;0,163600;35470000,000000;11949600000,000000;0,270000;0,096900;32
238;CEBR3;56,700000;7,600000;2,090000;0,305000;0,000900;0,228000;7,020000;6,580000;-0,620000;8,350000;5,700000;0,046300;0,053500;1,080000;0,041900;0,274600;43637,100000;391531000,000000;1,260000;0,040700;32
239;ALUP4;8,350000;8,540000;1,450000;1,904000;0,018000;0,447000;2,600000;3,440000;-1,620000;5,140000;4,890000;0,553100;0,398500;2,790000;0,162500;0,169700;115938,000000;5064230000,000000;1,290000;0,206900;32
240;CEBR5;63,940000;8,570000;2,350000;0,344000;0,061400;0,257000;7,910000;7,420000;-0,690000;9,190000;6,270000;0,046300;0,053500;1,080000;0,041900;0,274600;7001,310000;391531000,000000;1,260000;0,040700;32
241;TAEE11;30,370000;9,090000;2,090000;5,416000;0,062300;0,979000;5,040000;8,530000;-4,090000;12,390000;12,270000;0,635300;0,596300;2,960000;0,115900;0,230400;47377800,000000;4997130000,000000;0,950000;0,053500;32
242;TAEE4;10,140000;9,100000;2,100000;5,425000;0,062200;0,981000;5,050000;8,540000;-4,100000;12,410000;12,290000;0,635300;0,596300;2,960000;0,115900;0,230400;457949,000000;4997130000,000000;0,950000;0,053500;32
243;TAEE3;10,180000;9,140000;2,110000;5,447000;0,061900;0,985000;5,070000;8,570000;-4,110000;12,440000;12,320000;0,635300;0,596300;2,960000;0,115900;0,230400;262742,000000;4997130000,000000;0,950000;0,053500;32
244;CLSC3;47,990000;9,210000;0,910000;0,243000;0,046400;0,171000;-22,580000;5,910000;-0,380000;8,790000;5,130000;0,041000;0,026300;0,980000;0,033800;0,099200;719,900000;2025410000,000000;0,760000;0,036300;32
245;TRPL3;28,400000;9,570000;1,570000;5,415000;0,053200;0,935000;9,060000;7,990000;-4,480000;8,840000;8,770000;0,678100;0,570300;2,330000;0,125100;0,163600;96756,900000;11949600000,000000;0,270000;0,096900;32
246;ALUP11;28,240000;9,630000;1,630000;2,146000;0,015900;0,504000;2,940000;3,880000;-1,830000;5,570000;5,310000;0,553100;0,398500;2,790000;0,162500;0,169700;20572000,000000;5064230000,000000;1,290000;0,206900;32
247;CLSC4;51,030000;9,790000;0,970000;0,258000;0,048000;0,182000;-24,010000;6,290000;-0,410000;9,170000;5,350000;0,041000;0,026300;0,980000;0,033800;0,099200;1081330,000000;2025410000,000000;0,760000;0,036300;32
248;ENBR3;22,670000;10,100000;1,480000;1,000000;0,019900;0,536000;5,040000;6,630000;-1,840000;9,520000;7,260000;0,150800;0,109800;1,540000;0,098700;0,146800;63502500,000000;9280790000,000000;0,940000;0,110100;32
249;CPLE6;71,950000;10,990000;1,130000;1,271000;0,039600;0,536000;10,470000;5,920000;-1,620000;8,590000;6,710000;0,214900;0,119900;1,390000;0,100700;0,102700;69777800,000000;17451900000,000000;0,630000;0,010700;32
250;CPLE3;74,750000;11,420000;1,170000;1,321000;0,034600;0,557000;10,880000;6,150000;-1,680000;8,820000;6,890000;0,214900;0,119900;1,390000;0,100700;0,102700;12005600,000000;17451900000,000000;0,630000;0,010700;32
251;ALUP3;11,220000;11,480000;1,950000;2,558000;0,013400;0,601000;3,500000;4,630000;-2,180000;6,320000;6,020000;0,553100;0,398500;2,790000;0,162500;0,169700;200914,000000;5064230000,000000;1,290000;0,206900;32
252;ENMT4;29,990000;12,040000;3,120000;1,365000;0,037800;0,856000;19,970000;7,930000;-1,880000;12,240000;9,790000;0,172100;0,113300;1,190000;0,118500;0,259300;22528,900000;2044870000,000000;1,810000;0,114800;32
253;ENMT3;29,990000;12,040000;3,120000;1,365000;0,037800;0,856000;19,970000;7,930000;-1,880000;12,240000;9,790000;0,172100;0,113300;1,190000;0,118500;0,259300;13315,300000;2044870000,000000;1,810000;0,114800;32
254;EMAE4;36,940000;12,080000;1,490000;2,929000;0,017600;0,941000;3,380000;58,880000;-142,940000;47,670000;38,390000;0,049700;0,242400;4,420000;0,020900;0,122900;369263,000000;918883000,000000;0,080000;0,207800;32
255;COCE3;52,000000;12,340000;1,350000;0,778000;0,036000;0,478000;27,760000;9,290000;-1,160000;14,020000;9,040000;0,083800;0,063100;1,080000;0,058000;0,109800;1312,820000;2988960000,000000;0,770000;0,062500;32
256;CBEE3;19,500000;12,400000;0,890000;0,563000;0,000000;0,312000;-10,690000;5,430000;-0,780000;11,700000;6,990000;0,103700;0,045400;0,890000;0,064200;0,071500;9165,740000;3665090000,000000;1,120000;0,035900;32
257;GEPA3;45,590000;12,420000;2,320000;3,066000;0,071800;0,911000;-26,900000;7,360000;-2,800000;7,670000;5,590000;0,416600;0,246900;0,890000;0,229600;0,187000;5646,720000;1853850000,000000;0,730000;0,035800;32
258;EKTR3;24,980000;13,060000;1,850000;1,009000;0,028100;0,618000;4,650000;7,590000;-1,870000;12,570000;9,400000;0,133000;0,077300;1,660000;0,096900;0,141800;814,970000;2614100000,000000;1,460000;-0,013300;32
259;EKTR4;25,000000;13,070000;1,850000;1,010000;0,030900;0,618000;4,650000;7,590000;-1,870000;12,570000;9,410000;0,133000;0,077300;1,660000;0,096900;0,141800;13571,100000;2614100000,000000;1,460000;-0,013300;32
260;CEPE6;17,460000;13,190000;0,810000;0,290000;0,117600;0,164000;7,360000;2,830000;-0,310000;12,560000;8,030000;0,102500;0,022000;1,090000;0,065900;0,061000;44,770000;1618100000,000000;2,960000;0,014700;32
261;GEPA4;50,700000;13,810000;2,580000;3,410000;0,064500;1,013000;-29,920000;8,190000;-3,110000;8,490000;6,190000;0,416600;0,246900;0,890000;0,229600;0,187000;90418,300000;1853850000,000000;0,730000;0,035800;32
262;CEEB5;38,910000;14,460000;2,030000;1,372000;0,000000;0,553000;14,310000;8,450000;-1,090000;14,210000;10,150000;0,162400;0,094800;1,210000;0,071100;0,140400;673,900000;5021360000,000000;1,490000;0,043800;32
263;NEOE3;24,380000;14,970000;1,590000;1,064000;0,018800;0,558000;6,990000;6,970000;-1,370000;11,540000;8,630000;0,152600;0,073600;1,510000;0,090600;0,106300;57372600,000000;18601500000,000000;1,230000;0,202200;32
264;NEOE3;24,380000;14,970000;1,590000;1,064000;0,018800;0,558000;6,990000;6,970000;-1,370000;11,540000;8,630000;0,152600;0,073600;1,510000;0,090600;0,106300;57372600,000000;18601500000,000000;1,230000;0,202200;32
265;COCE5;64,000000;15,180000;1,670000;0,957000;0,029200;0,588000;34,160000;11,430000;-1,430000;16,160000;10,420000;0,083800;0,063100;1,080000;0,058000;0,109800;3061850,000000;2988960000,000000;0,770000;0,062500;32
266;EQTL3;23,900000;15,210000;3,640000;1,473000;0,007900;0,713000;6,090000;6,370000;-1,470000;9,510000;8,280000;0,231200;0,114300;1,690000;0,137800;0,239300;131109000,000000;6635790000,000000;2,500000;0,202100;32
267;CEEB3;44,000000;16,360000;2,300000;1,551000;0,089500;0,625000;16,180000;9,550000;-1,230000;15,310000;10,940000;0,162400;0,094800;1,210000;0,071100;0,140400;7516,970000;5021360000,000000;1,490000;0,043800;32
268;CPFE3;35,990000;16,820000;3,040000;1,450000;0,011800;0,929000;43,290000;9,120000;-2,110000;12,880000;9,930000;0,159100;0,089600;1,090000;0,119100;0,180700;66632400,000000;13649400000,000000;1,490000;0,117800;32
269;EGIE3;52,370000;17,410000;5,650000;4,589000;0,031000;1,531000;36,450000;11,180000;-2,690000;14,370000;11,900000;0,410400;0,263700;1,350000;0,149000;0,324300;62788400,000000;7567780000,000000;1,840000;0,103700;32
270;TIET4;2,890000;19,260000;3,770000;2,900000;0,056900;0,733000;22,460000;8,000000;-1,280000;12,080000;8,540000;0,362400;0,150600;1,160000;0,134400;0,195800;1531960,000000;1529330000,000000;2,760000;-0,395400;32
271;CEPE5;26,000000;19,650000;1,200000;0,432000;0,071800;0,244000;10,960000;4,210000;-0,470000;13,950000;8,910000;0,102500;0,022000;1,090000;0,065900;0,061000;1901,150000;1618100000,000000;2,960000;0,014700;32
272;TIET11;15,290000;20,380000;3,990000;3,069000;0,053800;0,776000;23,760000;8,470000;-1,350000;12,550000;8,870000;0,362400;0,150600;1,160000;0,134400;0,195800;24071400,000000;1529330000,000000;2,760000;-0,395400;32
273;ENEV3;45,680000;20,450000;2,210000;5,210000;0,000000;1,108000;11,520000;18,950000;-3,650000;24,020000;15,050000;0,274900;0,255000;1,980000;0,068600;0,107900;66007600,000000;6533980000,000000;0,820000;0,204500;32
274;AFLT3;11,190000;22,090000;3,260000;17,252000;0,009400;3,101000;9,860000;22,410000;11,010000;20,780000;20,780000;0,770000;0,780800;22,450000;0,181100;0,147300;75614,500000;216847000,000000;0,010000;0,357500;32
275;CSRN3;20,500000;22,150000;3,440000;1,781000;0,056100;0,859000;8,760000;13,800000;-1,660000;19,980000;14,650000;0,129100;0,080400;1,720000;0,069700;0,155200;3060,870000;1002440000,000000;1,740000;0,046000;32
276;ENGI4;10,470000;24,020000;3,460000;1,018000;0,020600;0,501000;5,050000;9,560000;-0,920000;16,670000;10,380000;0,106500;0,045500;1,520000;0,059300;0,144100;50857,000000;5488090000,000000;3,040000;0,136100;32
277;CELP7;6,050000;24,270000;4,070000;2,475000;0,018200;1,329000;6,410000;11,440000;-4,530000;10,370000;8,430000;0,216300;0,102000;2,200000;0,148600;0,167800;7400,150000;3280990000,000000;0,110000;0,063200;32
278;CELP5;6,060000;24,310000;4,080000;2,479000;0,019800;1,331000;6,420000;11,460000;-4,540000;10,390000;8,450000;0,216300;0,102000;2,200000;0,148600;0,167800;8752,180000;3280990000,000000;0,110000;0,063200;32
279;TIET3;3,740000;24,920000;4,880000;3,753000;0,044000;0,949000;29,060000;10,360000;-1,650000;14,440000;10,210000;0,362400;0,150600;1,160000;0,134400;0,195800;794644,000000;1529330000,000000;2,760000;-0,395400;32
280;ELPL3;49,320000;25,030000;2,830000;0,689000;0,000000;0,411000;24,440000;6,940000;-0,680000;9,470000;6,980000;0,099300;0,027500;1,070000;0,066400;0,112900;669446,000000;3445110000,000000;1,250000;0,031000;32
281;ENGI11;55,400000;25,420000;3,660000;1,077000;0,019500;0,530000;5,350000;10,120000;-0,970000;17,220000;10,720000;0,106500;0,045500;1,520000;0,059300;0,144100;63541000,000000;5488090000,000000;3,040000;0,136100;32
282;REDE3;8,890000;27,340000;5,180000;1,711000;0,051800;0,984000;6,720000;11,810000;-2,370000;16,270000;11,580000;0,144900;0,085400;1,810000;0,092400;0,189400;26938,900000;3532700000,000000;2,190000;0,103600;32
283;ENGI3;13,260000;30,430000;4,380000;1,289000;0,016300;0,634000;6,400000;12,110000;-1,160000;19,210000;11,960000;0,106500;0,045500;1,520000;0,059300;0,144100;99342,400000;5488090000,000000;3,040000;0,136100;32
284;CPRE3;19,280000;113,240000;2,270000;5,402000;0,000000;0,849000;-75,070000;11,530000;-1,700000;16,420000;10,290000;0,468300;0,053300;0,910000;0,080700;0,020000;12358,900000;4432400000,000000;1,170000;0,079500;32
285;LIPR3;75,640000;194,050000;5,190000;0,000000;0,028400;4,019000;0,000000;-84,380000;0,000000;-76,600000;-76,810000;0,000000;0,000000;0,000000;0,000000;0,026700;10781,600000;171511000,000000;0,000000;0,000000;32
286;SAPR4;19,500000;9,690000;1,630000;2,192000;0,044900;0,850000;-52,510000;5,630000;-2,200000;7,270000;6,140000;0,389100;0,226200;0,850000;0,157000;0,168300;19233500,000000;6024830000,000000;0,520000;0,118600;33
287;SAPR11;99,000000;9,840000;1,660000;2,226000;0,043500;0,863000;-53,320000;5,720000;-2,240000;7,360000;6,210000;0,389100;0,226200;0,850000;0,157000;0,168300;61211700,000000;6024830000,000000;0,520000;0,118600;33
288;SAPR3;20,600000;10,240000;1,720000;2,316000;0,038700;0,898000;-55,470000;5,950000;-2,330000;7,590000;6,410000;0,389100;0,226200;0,850000;0,157000;0,168300;1545800,000000;6024830000,000000;0,520000;0,118600;33
289;SBSP3;57,410000;10,280000;1,800000;2,157000;0,020200;0,856000;51,240000;6,130000;-2,070000;7,850000;6,210000;0,352100;0,209900;1,180000;0,149400;0,175100;164961000,000000;21801900000,000000;0,630000;0,112900;33
290;CGAS5;217,000000;15,470000;7,720000;3,231000;0,127000;2,952000;16,920000;15,410000;-16,340000;16,330000;13,840000;0,209600;0,208900;1,660000;0,272500;0,499300;1632410,000000;3722810000,000000;0,920000;0,070500;34
291;CGAS3;228,000000;16,250000;8,120000;3,395000;0,114400;3,102000;17,770000;16,190000;-17,170000;17,110000;14,500000;0,209600;0,208900;1,660000;0,272500;0,499300;72296,400000;3722810000,000000;0,920000;0,070500;34
292;PINE4;4,400000;-3,850000;0,830000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;-0,216500;2784720,000000;782844000,000000;0,000000;1,195200;35
293;BMGB4;9,300000;0,000000;2,050000;0,000000;0,022300;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;15116300,000000;2732880000,000000;0,000000;0,000000;35
294;BMGB11;33,600000;0,000000;1,850000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;13498200,000000;2732880000,000000;0,000000;0,000000;35
295;IDVL3;3,450000;5,190000;0,750000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,144500;143748,000000;399193000,000000;0,000000;0,000000;35
296;BSLI3;52,000000;5,820000;1,220000;0,000000;0,056900;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,210100;497,440000;1544670000,000000;0,000000;0,020700;35
297;BNBR3;97,000000;6,020000;1,650000;0,000000;0,038000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,274400;37489,200000;5075040000,000000;0,000000;0,180000;35
298;IDVL4;4,060000;6,110000;0,880000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,144500;146088,000000;399193000,000000;0,000000;0,000000;35
299;BAZA3;39,500000;6,380000;0,570000;0,000000;0,036400;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,089900;46727,500000;2041970000,000000;0,000000;-0,124200;35
300;BRSR6;20,920000;7,130000;1,110000;0,000000;0,059500;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,155100;26919400,000000;7732900000,000000;0,000000;0,119600;35
301;BMEB3;13,100000;7,290000;0,780000;0,000000;0,004100;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,107200;29749,500000;878333000,000000;0,000000;0,072700;35
302;BMEB4;13,500000;7,510000;0,810000;0,000000;0,049200;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,107200;102335,000000;878333000,000000;0,000000;0,072700;35
303;BRSR3;23,000000;7,840000;1,220000;0,000000;0,054100;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,155100;67643,300000;7732900000,000000;0,000000;0,119600;35
304;BRSR5;23,020000;7,850000;1,220000;0,000000;0,055800;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,155100;3370,460000;7732900000,000000;0,000000;0,119600;35
305;BGIP4;38,000000;8,080000;1,520000;0,000000;0,020600;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,188800;30020,200000;380893000,000000;0,000000;0,160500;35
306;CRIV3;6,230000;8,900000;0,680000;0,000000;0,003400;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,076500;23169,900000;942527000,000000;0,000000;-0,008300;35
307;BBAS3;49,860000;8,930000;1,510000;0,000000;0,051200;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,169400;580945000,000000;94496200000,000000;0,000000;0,142600;35
308;BRGE12;6,110000;9,040000;0,380000;16,192000;0,000200;0,138000;0,770000;-1,080000;0,920000;2,990000;3,000000;-15,017800;2,684800;1,410000;-0,268600;0,042100;15320,300000;1181120000,000000;0,000000;-0,015400;35
309;MERC4;12,480000;9,160000;0,920000;0,000000;0,039600;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,100600;2570,000000;243892000,000000;0,000000;-0,067900;35
310;ABCB4;20,280000;9,530000;1,120000;0,000000;0,051800;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,117400;13009100,000000;3956290000,000000;0,000000;-0,142800;35
311;CRIV4;6,970000;9,950000;0,760000;0,000000;0,046400;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,076500;21308,900000;942527000,000000;0,000000;-0,008300;35
312;BEES4;6,890000;10,270000;1,390000;0,000000;0,043800;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,135100;17719,600000;1568220000,000000;0,000000;0,088300;35
313;BEES3;6,920000;10,320000;1,390000;0,000000;0,043600;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,135100;205452,000000;1568220000,000000;0,000000;0,088300;35
314;BBDC3;32,650000;11,560000;1,900000;0,000000;0,055900;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,164700;98981800,000000;138313000000,000000;0,000000;-0,153900;35
315;BGIP3;55,000000;11,690000;2,210000;0,000000;0,012900;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,188800;141,030000;380893000,000000;0,000000;0,160500;35
316;SANB4;21,810000;11,820000;2,220000;0,000000;0,069500;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,187700;1043990,000000;73748900000,000000;0,000000;0,432500;35
